Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_KEYWORDS	Acetylation	96	38.55421686746988	6.702603315186822E-17	ENSG00000130830, ENSG00000108106, ENSG00000070087, ENSG00000040275, ENSG00000182718, ENSG00000020426, ENSG00000110344, ENSG00000198668, ENSG00000114346, ENSG00000133026, ENSG00000158402, ENSG00000137267, ENSG00000121766, ENSG00000013810, ENSG00000060762, ENSG00000137100, ENSG00000189159, ENSG00000100867, ENSG00000182481, ENSG00000145495, ENSG00000188229, ENSG00000142945, ENSG00000164611, ENSG00000122970, ENSG00000198130, ENSG00000197045, ENSG00000103160, ENSG00000133835, ENSG00000189060, ENSG00000117528, ENSG00000117724, ENSG00000131495, ENSG00000111144, ENSG00000143228, ENSG00000138160, ENSG00000126945, ENSG00000005175, ENSG00000088325, ENSG00000123473, ENSG00000145687, ENSG00000127483, ENSG00000065154, ENSG00000137804, ENSG00000131747, ENSG00000112983, ENSG00000134057, ENSG00000175203, ENSG00000112984, ENSG00000112742, ENSG00000170312, ENSG00000138413, ENSG00000166333, ENSG00000204899, ENSG00000117399, ENSG00000167863, ENSG00000137364, ENSG00000166851, ENSG00000148429, ENSG00000125703, ENSG00000179918, ENSG00000168078, ENSG00000184203, ENSG00000167900, ENSG00000161800, ENSG00000121542, ENSG00000073969, ENSG00000184009, ENSG00000109971, ENSG00000128654, ENSG00000148700, ENSG00000214367, ENSG00000067064, ENSG00000105402, ENSG00000163507, ENSG00000150093, ENSG00000112339, ENSG00000173230, ENSG00000105968, ENSG00000119471, ENSG00000175216, ENSG00000111684, ENSG00000152359, ENSG00000166181, ENSG00000137575, ENSG00000197747, ENSG00000167553, ENSG00000011426, ENSG00000123975, ENSG00000167552, ENSG00000005075, ENSG00000147400, ENSG00000148773, ENSG00000169738, ENSG00000164885, ENSG00000141741, ENSG00000120265	247	3424	20581	2.336183737561013	3.0309088572266774E-14	2.2872633813075032E-15	2.1029417901398653E-15
UP_KEYWORDS	Kinetochore	19	7.630522088353414	1.343898507667777E-16	ENSG00000152253, ENSG00000174442, ENSG00000040275, ENSG00000175216, ENSG00000080986, ENSG00000138778, ENSG00000117724, ENSG00000137812, ENSG00000117697, ENSG00000169679, ENSG00000117650, ENSG00000166851, ENSG00000143228, ENSG00000186871, ENSG00000137100, ENSG00000163535, ENSG00000142945, ENSG00000128944, ENSG00000129810	247	99	20581	15.991452991452993	3.0309088572266774E-14	4.0764921399255904E-15	3.7479836158290226E-15
GOTERM_BP_DIRECT	GO:0007062~sister chromatid cohesion	20	8.032128514056225	1.5692660231072867E-16	ENSG00000152253, ENSG00000174442, ENSG00000040275, ENSG00000175216, ENSG00000080986, ENSG00000138778, ENSG00000117724, ENSG00000137812, ENSG00000178999, ENSG00000117697, ENSG00000169679, ENSG00000117399, ENSG00000166851, ENSG00000121621, ENSG00000143228, ENSG00000186871, ENSG00000134690, ENSG00000163535, ENSG00000142945, ENSG00000129810	231	103	16792	14.115075862648677	1.254552017826427E-13	4.4331765152780847E-14	4.323327893660575E-14
UP_KEYWORDS	Phosphoprotein	161	64.65863453815261	1.6262811052548753E-15	ENSG00000130830, ENSG00000104147, ENSG00000108106, ENSG00000182718, ENSG00000064961, ENSG00000114346, ENSG00000154920, ENSG00000133026, ENSG00000198901, ENSG00000154767, ENSG00000117335, ENSG00000004897, ENSG00000117697, ENSG00000013810, ENSG00000102804, ENSG00000100867, ENSG00000123983, ENSG00000142945, ENSG00000183137, ENSG00000142546, ENSG00000164611, ENSG00000109674, ENSG00000165304, ENSG00000133835, ENSG00000189060, ENSG00000117724, ENSG00000135451, ENSG00000143228, ENSG00000186871, ENSG00000138160, ENSG00000005175, ENSG00000095209, ENSG00000163535, ENSG00000123473, ENSG00000183765, ENSG00000096654, ENSG00000132952, ENSG00000127483, ENSG00000115738, ENSG00000131747, ENSG00000171320, ENSG00000112983, ENSG00000080986, ENSG00000138778, ENSG00000134057, ENSG00000137601, ENSG00000112742, ENSG00000112984, ENSG00000138378, ENSG00000157456, ENSG00000178999, ENSG00000138413, ENSG00000134690, ENSG00000182220, ENSG00000167900, ENSG00000161800, ENSG00000121542, ENSG00000180304, ENSG00000109971, ENSG00000105402, ENSG00000174442, ENSG00000150093, ENSG00000112339, ENSG00000173230, ENSG00000010292, ENSG00000072571, ENSG00000136122, ENSG00000137575, ENSG00000138660, ENSG00000011426, ENSG00000121957, ENSG00000101447, ENSG00000112290, ENSG00000147400, ENSG00000122483, ENSG00000164885, ENSG00000100075, ENSG00000040275, ENSG00000090013, ENSG00000118193, ENSG00000172795, ENSG00000020426, ENSG00000198668, ENSG00000152942, ENSG00000137267, ENSG00000158402, ENSG00000121766, ENSG00000117650, ENSG00000189159, ENSG00000182481, ENSG00000184661, ENSG00000138592, ENSG00000188229, ENSG00000090889, ENSG00000121486, ENSG00000122970, ENSG00000152495, ENSG00000152253, ENSG00000198130, ENSG00000136108, ENSG00000132823, ENSG00000197045, ENSG00000066279, ENSG00000117528, ENSG00000111665, ENSG00000111144, ENSG00000169679, ENSG00000126945, ENSG00000088325, ENSG00000092931, ENSG00000126787, ENSG00000102038, ENSG00000129810, ENSG00000185745, ENSG00000145687, ENSG00000137807, ENSG00000123240, ENSG00000137804, ENSG00000175203, ENSG00000170312, ENSG00000166333, ENSG00000117399, ENSG00000137364, ENSG00000121621, ENSG00000166851, ENSG00000148429, ENSG00000125703, ENSG00000122958, ENSG00000179918, ENSG00000084234, ENSG00000100325, ENSG00000168078, ENSG00000184203, ENSG00000087586, ENSG00000105053, ENSG00000169607, ENSG00000073969, ENSG00000123485, ENSG00000148700, ENSG00000109805, ENSG00000163507, ENSG00000129195, ENSG00000175216, ENSG00000166181, ENSG00000152359, ENSG00000137812, ENSG00000132002, ENSG00000204569, ENSG00000204843, ENSG00000167553, ENSG00000035499, ENSG00000138182, ENSG00000167552, ENSG00000085433, ENSG00000258947, ENSG00000124588, ENSG00000182134, ENSG00000128944, ENSG00000148773, ENSG00000148019, ENSG00000169738	247	8246	20581	1.6268670566320464	4.546363285840016E-13	4.43974741734581E-14	4.0819655741897373E-14
UP_KEYWORDS	Cytoplasm	115	46.1847389558233	1.918056726421117E-15	ENSG00000154240, ENSG00000152503, ENSG00000170296, ENSG00000114346, ENSG00000198901, ENSG00000154767, ENSG00000013810, ENSG00000102804, ENSG00000137100, ENSG00000108061, ENSG00000142945, ENSG00000183137, ENSG00000142546, ENSG00000164611, ENSG00000117724, ENSG00000135451, ENSG00000138160, ENSG00000082146, ENSG00000123473, ENSG00000113838, ENSG00000115738, ENSG00000131747, ENSG00000138778, ENSG00000134057, ENSG00000137601, ENSG00000112984, ENSG00000138378, ENSG00000178999, ENSG00000138413, ENSG00000204899, ENSG00000134690, ENSG00000100526, ENSG00000198919, ENSG00000167900, ENSG00000161800, ENSG00000184009, ENSG00000109971, ENSG00000010292, ENSG00000072571, ENSG00000137575, ENSG00000011426, ENSG00000121957, ENSG00000101447, ENSG00000112290, ENSG00000147400, ENSG00000164885, ENSG00000070087, ENSG00000040275, ENSG00000090013, ENSG00000118193, ENSG00000172795, ENSG00000198668, ENSG00000110344, ENSG00000137267, ENSG00000117650, ENSG00000087884, ENSG00000182481, ENSG00000138592, ENSG00000188229, ENSG00000107175, ENSG00000090889, ENSG00000152495, ENSG00000156973, ENSG00000181038, ENSG00000028839, ENSG00000136108, ENSG00000066279, ENSG00000111665, ENSG00000111144, ENSG00000189266, ENSG00000088325, ENSG00000126787, ENSG00000129810, ENSG00000185745, ENSG00000137807, ENSG00000123240, ENSG00000137804, ENSG00000175203, ENSG00000203880, ENSG00000114446, ENSG00000170312, ENSG00000166333, ENSG00000117399, ENSG00000137364, ENSG00000121621, ENSG00000166851, ENSG00000125703, ENSG00000122958, ENSG00000087586, ENSG00000169607, ENSG00000073969, ENSG00000148700, ENSG00000214367, ENSG00000109805, ENSG00000163507, ENSG00000175216, ENSG00000166181, ENSG00000152359, ENSG00000241685, ENSG00000154813, ENSG00000132002, ENSG00000174007, ENSG00000185480, ENSG00000204843, ENSG00000167553, ENSG00000138182, ENSG00000167552, ENSG00000085433, ENSG00000258947, ENSG00000124588, ENSG00000182134, ENSG00000128944, ENSG00000148019, ENSG00000141741, ENSG00000120265	247	4816	20581	1.9896692200088775	5.152545057285352E-13	4.7602680573905905E-14	4.3766567121063674E-14
GOTERM_BP_DIRECT	GO:0000281~mitotic cytokinesis	11	4.417670682730924	3.048263482667855E-12	ENSG00000137807, ENSG00000166851, ENSG00000136108, ENSG00000011426, ENSG00000137804, ENSG00000138592, ENSG00000112984, ENSG00000158411, ENSG00000133026, ENSG00000161800, ENSG00000090889	231	29	16792	27.573070607553365	3.4444980201442377E-9	6.889075470829353E-10	6.718372715799953E-10
GOTERM_BP_DIRECT	GO:0007059~chromosome segregation	14	5.622489959839357	6.856432360336609E-12	ENSG00000152253, ENSG00000104147, ENSG00000131747, ENSG00000171320, ENSG00000080986, ENSG00000138778, ENSG00000117724, ENSG00000117650, ENSG00000143228, ENSG00000138160, ENSG00000184661, ENSG00000128944, ENSG00000129810, ENSG00000123485	231	68	16792	14.966131907308377	7.747736896490665E-9	1.291294761196728E-9	1.2592980768484904E-9
GOTERM_MF_DIRECT	GO:0005515~protein binding	167	67.06827309236948	1.5625404904525428E-10	ENSG00000130830, ENSG00000104147, ENSG00000178974, ENSG00000182718, ENSG00000152503, ENSG00000170296, ENSG00000064961, ENSG00000114346, ENSG00000154920, ENSG00000133026, ENSG00000198901, ENSG00000154767, ENSG00000117335, ENSG00000004897, ENSG00000117697, ENSG00000013810, ENSG00000186480, ENSG00000102804, ENSG00000137100, ENSG00000100867, ENSG00000108061, ENSG00000142945, ENSG00000143198, ENSG00000183137, ENSG00000142546, ENSG00000164611, ENSG00000165304, ENSG00000189060, ENSG00000117724, ENSG00000135451, ENSG00000143228, ENSG00000186871, ENSG00000005175, ENSG00000082146, ENSG00000163535, ENSG00000123473, ENSG00000181625, ENSG00000183765, ENSG00000164347, ENSG00000132952, ENSG00000127483, ENSG00000115738, ENSG00000215305, ENSG00000131747, ENSG00000080986, ENSG00000138778, ENSG00000134057, ENSG00000137601, ENSG00000112742, ENSG00000112984, ENSG00000177700, ENSG00000138378, ENSG00000157456, ENSG00000178999, ENSG00000204899, ENSG00000096092, ENSG00000134690, ENSG00000100526, ENSG00000198919, ENSG00000182220, ENSG00000167900, ENSG00000161800, ENSG00000121542, ENSG00000243927, ENSG00000184009, ENSG00000180304, ENSG00000109971, ENSG00000105402, ENSG00000174442, ENSG00000150093, ENSG00000173230, ENSG00000010292, ENSG00000072571, ENSG00000158411, ENSG00000136122, ENSG00000137575, ENSG00000123975, ENSG00000150527, ENSG00000121957, ENSG00000101447, ENSG00000112290, ENSG00000147400, ENSG00000164885, ENSG00000070087, ENSG00000040275, ENSG00000118193, ENSG00000172795, ENSG00000020426, ENSG00000198668, ENSG00000110344, ENSG00000152942, ENSG00000137267, ENSG00000158402, ENSG00000121766, ENSG00000117650, ENSG00000087884, ENSG00000182481, ENSG00000138592, ENSG00000107175, ENSG00000090889, ENSG00000152253, ENSG00000156973, ENSG00000028839, ENSG00000117528, ENSG00000111665, ENSG00000170540, ENSG00000005893, ENSG00000111144, ENSG00000189266, ENSG00000169679, ENSG00000030582, ENSG00000118402, ENSG00000126945, ENSG00000088325, ENSG00000126787, ENSG00000102038, ENSG00000129810, ENSG00000185745, ENSG00000137807, ENSG00000123240, ENSG00000137804, ENSG00000175203, ENSG00000114446, ENSG00000170312, ENSG00000166333, ENSG00000117399, ENSG00000121621, ENSG00000166851, ENSG00000122958, ENSG00000084234, ENSG00000168078, ENSG00000184203, ENSG00000087586, ENSG00000105053, ENSG00000073969, ENSG00000123485, ENSG00000128654, ENSG00000132522, ENSG00000214367, ENSG00000109805, ENSG00000163507, ENSG00000064199, ENSG00000129195, ENSG00000175216, ENSG00000166181, ENSG00000152359, ENSG00000154813, ENSG00000137812, ENSG00000132002, ENSG00000197746, ENSG00000197747, ENSG00000174007, ENSG00000185480, ENSG00000204843, ENSG00000081870, ENSG00000167553, ENSG00000102738, ENSG00000138182, ENSG00000167552, ENSG00000085433, ENSG00000005075, ENSG00000258947, ENSG00000124588, ENSG00000128944, ENSG00000148773, ENSG00000141741, ENSG00000120265	230	8785	16881	1.395227537056742	6.328287194268256E-8	6.328288986332799E-8	6.21891115200112E-8
GOTERM_BP_DIRECT	GO:0008283~cell proliferation	25	10.040160642570282	2.335374797338308E-10	ENSG00000132952, ENSG00000020426, ENSG00000175203, ENSG00000133026, ENSG00000170312, ENSG00000158402, ENSG00000004897, ENSG00000178999, ENSG00000166333, ENSG00000013810, ENSG00000186480, ENSG00000166851, ENSG00000138592, ENSG00000142945, ENSG00000165304, ENSG00000117724, ENSG00000169679, ENSG00000123975, ENSG00000101447, ENSG00000088325, ENSG00000143162, ENSG00000126787, ENSG00000148773, ENSG00000164885, ENSG00000123473	231	366	16792	4.965344309606605	2.638973658486421E-7	3.7699621728461254E-8	3.676547180952593E-8
GOTERM_BP_DIRECT	GO:0007052~mitotic spindle organization	9	3.614457831325301	4.95178822072927E-9	ENSG00000152253, ENSG00000138160, ENSG00000121957, ENSG00000080986, ENSG00000134057, ENSG00000087586, ENSG00000175203, ENSG00000112742, ENSG00000123473	231	30	16792	21.807792207792208	5.5955050268785556E-6	6.994400861780093E-7	6.821088274054569E-7
UP_SEQ_FEATURE	nucleotide phosphate-binding region:ATP	36	14.457831325301203	1.8587202411065633E-8	ENSG00000137807, ENSG00000118193, ENSG00000131747, ENSG00000137601, ENSG00000138778, ENSG00000152942, ENSG00000112984, ENSG00000112742, ENSG00000133026, ENSG00000170312, ENSG00000178999, ENSG00000166333, ENSG00000117650, ENSG00000121621, ENSG00000166851, ENSG00000179918, ENSG00000168078, ENSG00000142945, ENSG00000087586, ENSG00000105053, ENSG00000167900, ENSG00000090889, ENSG00000073969, ENSG00000165304, ENSG00000152495, ENSG00000117528, ENSG00000169679, ENSG00000136682, ENSG00000186871, ENSG00000138182, ENSG00000138160, ENSG00000082146, ENSG00000102038, ENSG00000148773, ENSG00000164885, ENSG00000183765	247	994	20063	2.9418128202412857	1.3791609236424307E-5	1.3810291391421766E-5	1.3735942581777504E-5
GOTERM_MF_DIRECT	GO:0008017~microtubule binding	17	6.827309236947792	2.5429488055557036E-8	ENSG00000137807, ENSG00000137804, ENSG00000118193, ENSG00000138778, ENSG00000170296, ENSG00000112984, ENSG00000198901, ENSG00000204843, ENSG00000166851, ENSG00000121621, ENSG00000138182, ENSG00000138160, ENSG00000101447, ENSG00000147400, ENSG00000161800, ENSG00000183137, ENSG00000090889	230	208	16881	5.998683110367893	1.0298889765669728E-5	5.1494713312503E-6	5.06046812305585E-6
SMART	SM00129:KISc	9	3.614457831325301	2.8135170014414672E-8	ENSG00000137807, ENSG00000121621, ENSG00000138182, ENSG00000138160, ENSG00000118193, ENSG00000138778, ENSG00000142945, ENSG00000112984, ENSG00000090889	113	45	10057	17.8	2.8697832595847572E-6	2.8697873414702966E-6	2.841652171455882E-6
INTERPRO	IPR019821:Kinesin, motor region, conserved site	9	3.614457831325301	3.1994593080074626E-8	ENSG00000137807, ENSG00000121621, ENSG00000138182, ENSG00000138160, ENSG00000118193, ENSG00000138778, ENSG00000142945, ENSG00000112984, ENSG00000090889	230	41	18559	17.712725344644753	1.5197316478587908E-5	1.5197431713035448E-5	1.4909480375314775E-5
GOTERM_BP_DIRECT	GO:0007051~spindle organization	7	2.8112449799196786	4.4176798779070366E-8	ENSG00000138160, ENSG00000066279, ENSG00000175216, ENSG00000087586, ENSG00000128944, ENSG00000112742, ENSG00000178999	231	16	16792	31.803030303030305	4.9918537746385105E-5	5.546642513372168E-6	5.4092035838372825E-6
UP_SEQ_FEATURE	domain:Kinesin-motor	9	3.614457831325301	5.5206017940591806E-8	ENSG00000137807, ENSG00000121621, ENSG00000138182, ENSG00000138160, ENSG00000118193, ENSG00000138778, ENSG00000142945, ENSG00000112984, ENSG00000090889	247	44	20063	16.614556496135442	4.096202750458744E-5	2.0509035664929854E-5	2.0398623629048674E-5
INTERPRO	IPR001752:Kinesin, motor domain	9	3.614457831325301	6.917865416800765E-8	ENSG00000137807, ENSG00000121621, ENSG00000138182, ENSG00000138160, ENSG00000118193, ENSG00000138778, ENSG00000142945, ENSG00000112984, ENSG00000090889	230	45	18559	16.13826086956522	3.285932197305552E-5	1.6429930364901816E-5	1.6118626421145784E-5
UP_KEYWORDS	Nucleotide-binding	48	19.27710843373494	2.0862264361988878E-7	ENSG00000137807, ENSG00000108106, ENSG00000118193, ENSG00000131747, ENSG00000137601, ENSG00000138778, ENSG00000152942, ENSG00000112984, ENSG00000112742, ENSG00000133026, ENSG00000170312, ENSG00000137267, ENSG00000178999, ENSG00000166333, ENSG00000117650, ENSG00000121621, ENSG00000166851, ENSG00000179918, ENSG00000168078, ENSG00000123983, ENSG00000188229, ENSG00000142945, ENSG00000087586, ENSG00000105053, ENSG00000167900, ENSG00000090889, ENSG00000184009, ENSG00000073969, ENSG00000109971, ENSG00000165304, ENSG00000152495, ENSG00000112339, ENSG00000117528, ENSG00000169679, ENSG00000167553, ENSG00000136682, ENSG00000186871, ENSG00000138182, ENSG00000138160, ENSG00000121957, ENSG00000167552, ENSG00000082146, ENSG00000258947, ENSG00000102038, ENSG00000148773, ENSG00000164885, ENSG00000183765, ENSG00000164347	247	1788	20581	2.236882862810097	5.69523657975024E-5	4.746165142352469E-6	4.363690295716007E-6
KEGG_PATHWAY	hsa04114:Oocyte meiosis	12	4.819277108433735	3.2780672026061524E-7	ENSG00000169679, ENSG00000117399, ENSG00000166851, ENSG00000134057, ENSG00000198668, ENSG00000087586, ENSG00000129810, ENSG00000170312, ENSG00000158402, ENSG00000157456, ENSG00000164611, ENSG00000004897	97	111	6879	7.666759543048204	5.179212902417518E-5	5.179346180117721E-5	5.0482234920134746E-5
