Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	hsa04810:Regulation of actin cytoskeleton	16	6.694560669456067	4.760053574272079E-6	ENSG00000129675, ENSG00000075624, ENSG00000108518, ENSG00000147065, ENSG00000162704, ENSG00000072110, ENSG00000128340, ENSG00000111229, ENSG00000172531, ENSG00000118680, ENSG00000205542, ENSG00000101608, ENSG00000083457, ENSG00000130429, ENSG00000163466, ENSG00000184009	125	210	6879	4.192914285714286	9.610709856525679E-4	9.615308220029599E-4	9.186903398345112E-4
GOTERM_BP_DIRECT	GO:0038096~Fc-gamma receptor signaling pathway involved in phagocytosis	11	4.602510460251046	5.919831706122489E-6	ENSG00000177885, ENSG00000075624, ENSG00000136286, ENSG00000162704, ENSG00000111229, ENSG00000115091, ENSG00000130429, ENSG00000138071, ENSG00000163466, ENSG00000160654, ENSG00000184009	218	127	16792	6.6716752149100635	0.007642768973436409	0.0019180254727836864	0.0019002659776653189
GOTERM_BP_DIRECT	GO:0034314~Arp2/3 complex-mediated actin nucleation	6	2.510460251046025	7.576335998662999E-6	ENSG00000162704, ENSG00000111229, ENSG00000115091, ENSG00000130429, ENSG00000138071, ENSG00000163466	218	22	16792	21.00750625521268	0.009770919968992264	0.0019637862908534493	0.0019456030844566582
GOTERM_BP_DIRECT	GO:0042102~positive regulation of T cell proliferation	8	3.3472803347280333	1.180042579562521E-5	ENSG00000198805, ENSG00000102879, ENSG00000198851, ENSG00000178562, ENSG00000122122, ENSG00000135046, ENSG00000081237, ENSG00000102245	218	60	16792	10.27033639143731	0.015177091270629717	0.0025488919718550454	0.002525291120263795
GOTERM_MF_DIRECT	GO:0005200~structural constituent of cytoskeleton	10	4.184100418410042	1.4187654683449156E-5	ENSG00000075624, ENSG00000147065, ENSG00000162704, ENSG00000111229, ENSG00000115091, ENSG00000130429, ENSG00000026025, ENSG00000138071, ENSG00000163466, ENSG00000184009	222	110	16881	6.912776412776413	0.005757776520445068	0.0014435938640409516	0.0014152185546740532
GOTERM_BP_DIRECT	GO:0048013~ephrin receptor signaling pathway	9	3.765690376569038	1.5275106961545685E-5	ENSG00000101608, ENSG00000075624, ENSG00000162704, ENSG00000111229, ENSG00000115091, ENSG00000130429, ENSG00000138071, ENSG00000163466, ENSG00000184009	218	86	16792	8.061019842116492	0.019602022065687397	0.0028280769460233154	0.002801891048374951
KEGG_PATHWAY	hsa04660:T cell receptor signaling pathway	10	4.184100418410042	7.187629269142759E-5	ENSG00000182866, ENSG00000177885, ENSG00000198851, ENSG00000178562, ENSG00000043462, ENSG00000167286, ENSG00000213658, ENSG00000081237, ENSG00000102245, ENSG00000160654	125	100	6879	5.5032	0.014414632830574425	0.004882566298700522	0.0046650262160851524
KEGG_PATHWAY	hsa05100:Bacterial invasion of epithelial cells	9	3.765690376569038	7.251336087178994E-5	ENSG00000075624, ENSG00000180353, ENSG00000162704, ENSG00000111229, ENSG00000180096, ENSG00000130429, ENSG00000125354, ENSG00000163466, ENSG00000184009	125	78	6879	6.349846153846153	0.014541466611599274	0.004882566298700522	0.0046650262160851524
GOTERM_MF_DIRECT	GO:0032403~protein complex binding	12	5.02092050209205	8.781355999253157E-5	ENSG00000042493, ENSG00000170348, ENSG00000180353, ENSG00000129197, ENSG00000141293, ENSG00000100348, ENSG00000164305, ENSG00000172531, ENSG00000082074, ENSG00000127314, ENSG00000139436, ENSG00000140740	222	206	16881	4.429546050905275	0.035110496401627334	0.007148023783392071	0.007007522087404019
KEGG_PATHWAY	hsa05162:Measles	11	4.602510460251046	1.3078593540815384E-4	ENSG00000172936, ENSG00000168610, ENSG00000126561, ENSG00000147065, ENSG00000198851, ENSG00000178562, ENSG00000167286, ENSG00000183918, ENSG00000159110, ENSG00000147168, ENSG00000160654	125	133	6879	4.551518796992481	0.026074519218245107	0.005586166241622915	0.005337277646699122
KEGG_PATHWAY	hsa05131:Shigellosis	8	3.3472803347280333	1.3827144162432959E-4	ENSG00000075624, ENSG00000108518, ENSG00000180353, ENSG00000162704, ENSG00000111229, ENSG00000130429, ENSG00000163466, ENSG00000184009	125	64	6879	6.8790000000000004	0.027546249944794154	0.005586166241622915	0.005337277646699122
KEGG_PATHWAY	hsa05130:Pathogenic Escherichia coli infection	7	2.928870292887029	2.818660206424241E-4	ENSG00000075624, ENSG00000180353, ENSG00000162704, ENSG00000111229, ENSG00000130429, ENSG00000163466, ENSG00000184009	125	51	6879	7.553411764705882	0.05535394060769738	0.009271130477497497	0.008858060307708004
UP_KEYWORDS	Cytoskeleton	28	11.715481171548117	3.022823753674282E-4	ENSG00000162704, ENSG00000113712, ENSG00000180096, ENSG00000167460, ENSG00000205542, ENSG00000034510, ENSG00000130429, ENSG00000115091, ENSG00000156261, ENSG00000127603, ENSG00000138071, ENSG00000163466, ENSG00000184009, ENSG00000143851, ENSG00000077549, ENSG00000071127, ENSG00000075624, ENSG00000108518, ENSG00000147065, ENSG00000072110, ENSG00000111229, ENSG00000136827, ENSG00000136167, ENSG00000198805, ENSG00000143549, ENSG00000102879, ENSG00000213190, ENSG00000125354	238	1138	20581	2.1276749715703507	0.07391692103997893	0.015416401143738837	0.014872292868077468
KEGG_PATHWAY	hsa05340:Primary immunodeficiency	6	2.510460251046025	3.212767987251608E-4	ENSG00000182866, ENSG00000198851, ENSG00000167286, ENSG00000147168, ENSG00000081237, ENSG00000102245	125	34	6879	9.711529411764706	0.0628466417129252	0.009271130477497497	0.008858060307708004
GOTERM_MF_DIRECT	GO:0031492~nucleosomal DNA binding	6	2.510460251046025	3.254517332496496E-4	ENSG00000196591, ENSG00000075624, ENSG00000113648, ENSG00000163041, ENSG00000162521, ENSG00000205581	222	46	16881	9.918331374853114	0.12407991080982217	0.022076475905434566	0.0216425402611017
GOTERM_BP_DIRECT	GO:0007015~actin filament organization	7	2.928870292887029	3.3375638180628016E-4	ENSG00000034510, ENSG00000143549, ENSG00000072110, ENSG00000128340, ENSG00000102879, ENSG00000167460, ENSG00000205542	218	72	16792	7.488786952089705	0.35119331315894564	0.05406853385261739	0.05356789927990797
GOTERM_BP_DIRECT	GO:0007163~establishment or maintenance of cell polarity	5	2.092050209205021	4.999677679836381E-4	ENSG00000131236, ENSG00000167642, ENSG00000115091, ENSG00000138071, ENSG00000160654	218	29	16792	13.280607402720658	0.47697199025367676	0.066692262441797	0.06607474149326185
GOTERM_BP_DIRECT	GO:0031295~T cell costimulation	7	2.928870292887029	5.146007904459646E-4	ENSG00000182866, ENSG00000177885, ENSG00000198851, ENSG00000178562, ENSG00000167286, ENSG00000102245, ENSG00000160654	218	78	16792	6.912726417313574	0.48680237945912996	0.066692262441797	0.06607474149326185
KEGG_PATHWAY	hsa05416:Viral myocarditis	7	2.928870292887029	5.200728069190191E-4	ENSG00000075624, ENSG00000128340, ENSG00000178562, ENSG00000164305, ENSG00000110321, ENSG00000102245, ENSG00000184009	125	57	6879	6.758315789473684	0.09974933207541625	0.013131838374705234	0.012546756466921336
KEGG_PATHWAY	hsa05132:Salmonella infection	8	3.3472803347280333	6.966578914983767E-4	ENSG00000172936, ENSG00000075624, ENSG00000108518, ENSG00000162704, ENSG00000111229, ENSG00000130429, ENSG00000163466, ENSG00000184009	125	83	6879	5.304289156626506	0.13131433143240379	0.01563609934251912	0.014939441451020743
UP_KEYWORDS	Cell projection	20	8.368200836820083	7.192125625249238E-4	ENSG00000110934, ENSG00000129675, ENSG00000071127, ENSG00000147065, ENSG00000162704, ENSG00000072110, ENSG00000111229, ENSG00000149781, ENSG00000136827, ENSG00000135046, ENSG00000136167, ENSG00000115216, ENSG00000110031, ENSG00000136286, ENSG00000089006, ENSG00000115091, ENSG00000156261, ENSG00000127603, ENSG00000138071, ENSG00000163466	238	721	20581	2.398745906129442	0.16702005711013845	0.026780206083727654	0.02583502233959609
UP_KEYWORDS	Muscle protein	6	2.510460251046025	7.362606786666268E-4	ENSG00000101608, ENSG00000143549, ENSG00000198125, ENSG00000092841, ENSG00000167460, ENSG00000118680	238	62	20581	8.368528056383843	0.17062186199466045	0.026780206083727654	0.02583502233959609
GOTERM_MF_DIRECT	GO:0005070~SH3/SH2 adaptor activity	6	2.510460251046025	8.157989923533915E-4	ENSG00000177885, ENSG00000141293, ENSG00000178562, ENSG00000183918, ENSG00000155926, ENSG00000213658	222	56	16881	8.147200772200772	0.282631553897268	0.04261056942521151	0.04177301523503537
GOTERM_MF_DIRECT	GO:0044822~poly(A) RNA binding	29	12.133891213389122	8.375541901761477E-4	ENSG00000102241, ENSG00000177885, ENSG00000156508, ENSG00000110321, ENSG00000205542, ENSG00000177889, ENSG00000142541, ENSG00000082153, ENSG00000167004, ENSG00000100129, ENSG00000117450, ENSG00000079246, ENSG00000169564, ENSG00000100664, ENSG00000127603, ENSG00000160752, ENSG00000211450, ENSG00000196591, ENSG00000101161, ENSG00000108518, ENSG00000067225, ENSG00000048740, ENSG00000008988, ENSG00000173933, ENSG00000133112, ENSG00000177954, ENSG00000071082, ENSG00000102879, ENSG00000168003	222	1129	16881	1.9532114044957267	0.28896056729207664	0.04261056942521151	0.04177301523503537
UP_KEYWORDS	SH3 domain	10	4.184100418410042	8.987683088699028E-4	ENSG00000182866, ENSG00000129675, ENSG00000177885, ENSG00000180353, ENSG00000141293, ENSG00000155926, ENSG00000122122, ENSG00000127603, ENSG00000134996, ENSG00000082074	238	215	20581	4.022083251905413	0.20418600939639497	0.026780206083727654	0.02583502233959609
GOTERM_BP_DIRECT	GO:0007166~cell surface receptor signaling pathway	12	5.02092050209205	8.999052605691335E-4	ENSG00000085117, ENSG00000172936, ENSG00000143119, ENSG00000156298, ENSG00000198851, ENSG00000113712, ENSG00000178562, ENSG00000167286, ENSG00000159110, ENSG00000135046, ENSG00000081237, ENSG00000160654	218	274	16792	3.3734681577713794	0.688639010576078	0.10602520160887245	0.10504348677916069
UP_KEYWORDS	Adaptive immunity	9	3.765690376569038	9.451837441315644E-4	ENSG00000066294, ENSG00000136286, ENSG00000158481, ENSG00000163519, ENSG00000141293, ENSG00000183918, ENSG00000135046, ENSG00000213658, ENSG00000158488	238	174	20581	4.472833961170675	0.21352174198258955	0.026780206083727654	0.02583502233959609
GOTERM_MF_DIRECT	GO:0003779~actin binding	12	5.02092050209205	0.0011248836739196823	ENSG00000042493, ENSG00000131236, ENSG00000077549, ENSG00000108518, ENSG00000180353, ENSG00000136286, ENSG00000147065, ENSG00000130755, ENSG00000102879, ENSG00000136167, ENSG00000064666, ENSG00000127603	222	278	16881	3.2823254909585846	0.3675065094044385	0.050869739476145634	0.04986984287710592
UP_KEYWORDS	Ubl conjugation	35	14.644351464435147	0.0011664057407362901	ENSG00000162704, ENSG00000135046, ENSG00000156508, ENSG00000026025, ENSG00000120727, ENSG00000158488, ENSG00000117139, ENSG00000138795, ENSG00000139644, ENSG00000177889, ENSG00000159593, ENSG00000117450, ENSG00000079246, ENSG00000163041, ENSG00000085224, ENSG00000169189, ENSG00000156261, ENSG00000124831, ENSG00000131236, ENSG00000196591, ENSG00000126561, ENSG00000075624, ENSG00000113648, ENSG00000108518, ENSG00000129197, ENSG00000067225, ENSG00000008988, ENSG00000183283, ENSG00000143549, ENSG00000102879, ENSG00000213190, ENSG00000168003, ENSG00000141027, ENSG00000162521, ENSG00000163875	238	1705	20581	1.7751423149905126	0.256539748929833	0.029743346388775398	0.02869358122211274
UP_KEYWORDS	Isopeptide bond	26	10.87866108786611	0.0014039423508669093	ENSG00000135046, ENSG00000026025, ENSG00000117139, ENSG00000138795, ENSG00000139644, ENSG00000177889, ENSG00000117450, ENSG00000079246, ENSG00000085224, ENSG00000156261, ENSG00000124831, ENSG00000184009, ENSG00000131236, ENSG00000196591, ENSG00000075624, ENSG00000113648, ENSG00000108518, ENSG00000129197, ENSG00000067225, ENSG00000008988, ENSG00000143549, ENSG00000009790, ENSG00000168003, ENSG00000141027, ENSG00000162521, ENSG00000163875	238	1132	20581	1.986170086409122	0.30012386915607026	0.03254593631555108	0.031397256210296334
GOTERM_MF_DIRECT	GO:0019901~protein kinase binding	14	5.857740585774058	0.001412746501088311	ENSG00000182866, ENSG00000177885, ENSG00000113648, ENSG00000180353, ENSG00000147065, ENSG00000178562, ENSG00000198851, ENSG00000156508, ENSG00000213658, ENSG00000081237, ENSG00000169756, ENSG00000168610, ENSG00000141293, ENSG00000159110	222	376	16881	2.8312967222541685	0.43751699849041625	0.05749878259429426	0.056368585393423605
GOTERM_BP_DIRECT	GO:0030036~actin cytoskeleton organization	8	3.3472803347280333	0.0015080543595901756	ENSG00000131236, ENSG00000077549, ENSG00000034510, ENSG00000108518, ENSG00000128340, ENSG00000162704, ENSG00000102879, ENSG00000205542	218	130	16792	4.7401552575864505	0.8585648022222134	0.16286987083573895	0.16136181647614878
UP_KEYWORDS	SH2 domain	7	2.928870292887029	0.001576061551991898	ENSG00000182866, ENSG00000177885, ENSG00000168610, ENSG00000126561, ENSG00000043462, ENSG00000183918, ENSG00000155926	238	108	20581	5.604847494553376	0.33010576029993843	0.033491307979827835	0.03230926181583391
GOTERM_BP_DIRECT	GO:0070527~platelet aggregation	5	2.092050209205021	0.0018889235094260708	ENSG00000101608, ENSG00000075624, ENSG00000072110, ENSG00000149781, ENSG00000184009	218	41	16792	9.39360035802193	0.9137374622714589	0.17544947219534307	0.1738249400453862
GOTERM_BP_DIRECT	GO:0006413~translational initiation	8	3.3472803347280333	0.002035773821427765	ENSG00000142541, ENSG00000100129, ENSG00000100664, ENSG00000008988, ENSG00000109475, ENSG00000110321, ENSG00000177954, ENSG00000071082	218	137	16792	4.497957543695173	0.928713768583068	0.17544947219534307	0.1738249400453862
GOTERM_BP_DIRECT	GO:0032753~positive regulation of interleukin-4 production	4	1.6736401673640167	0.0020627727373309264	ENSG00000198851, ENSG00000178562, ENSG00000122122, ENSG00000102245	218	20	16792	15.405504587155963	0.9311699272428093	0.17544947219534307	0.1738249400453862
GOTERM_BP_DIRECT	GO:0010628~positive regulation of gene expression	11	4.602510460251046	0.002216929695724648	ENSG00000169756, ENSG00000128918, ENSG00000168610, ENSG00000147065, ENSG00000198851, ENSG00000178562, ENSG00000026025, ENSG00000064666, ENSG00000138795, ENSG00000171148, ENSG00000117139	218	262	16792	3.2339799705861756	0.9436588652778302	0.17544947219534307	0.1738249400453862
GOTERM_BP_DIRECT	GO:0008360~regulation of cell shape	8	3.3472803347280333	0.002301420545772247	ENSG00000101608, ENSG00000071127, ENSG00000147065, ENSG00000102879, ENSG00000113712, ENSG00000075884, ENSG00000118680, ENSG00000135046	218	140	16792	4.401572739187419	0.9495149718021244	0.17544947219534307	0.1738249400453862
GOTERM_BP_DIRECT	GO:0002250~adaptive immune response	8	3.3472803347280333	0.0031413155516809683	ENSG00000066294, ENSG00000158481, ENSG00000163519, ENSG00000141293, ENSG00000183918, ENSG00000135046, ENSG00000213658, ENSG00000158488	218	148	16792	4.163649888420531	0.9830511069361365	0.2261747197210297	0.2240805093532424
