Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0009967~positive regulation of signal transduction	5	2.0325203252032518	0.008617286191614237	ENSG00000136738, ENSG00000177885, ENSG00000141293, ENSG00000198399, ENSG00000213658	223	61	16792	6.172167904138792	0.9999804835137666	1.0	1.0
GOTERM_MF_DIRECT	GO:0019903~protein phosphatase binding	5	2.0325203252032518	0.009466120548148585	ENSG00000177885, ENSG00000168036, ENSG00000141293, ENSG00000108061, ENSG00000105053	223	63	16881	6.007900918214819	0.9735706951253642	0.6042540283234847	0.6042540283234847
GOTERM_BP_DIRECT	GO:0007165~signal transduction	26	10.569105691056912	0.010939327652760471	ENSG00000136738, ENSG00000130830, ENSG00000110848, ENSG00000163519, ENSG00000175348, ENSG00000180370, ENSG00000135046, ENSG00000026103, ENSG00000143119, ENSG00000168256, ENSG00000124334, ENSG00000089289, ENSG00000166974, ENSG00000168734, ENSG00000108443, ENSG00000102471, ENSG00000135899, ENSG00000112851, ENSG00000213658, ENSG00000197965, ENSG00000058272, ENSG00000113263, ENSG00000136560, ENSG00000127914, ENSG00000165219, ENSG00000131507	223	1161	16792	1.6863149519318044	0.9999989664399955	1.0	1.0
GOTERM_MF_DIRECT	GO:0030331~estrogen receptor binding	4	1.6260162601626018	0.012547771602084657	ENSG00000103671, ENSG00000168036, ENSG00000100201, ENSG00000138795	223	37	16881	8.183735304811538	0.9919620001280284	0.6291958924299468	0.6291958924299468
GOTERM_MF_DIRECT	GO:0031625~ubiquitin protein ligase binding	10	4.0650406504065035	0.013945485662212674	ENSG00000113194, ENSG00000161011, ENSG00000136560, ENSG00000050130, ENSG00000064012, ENSG00000198833, ENSG00000133104, ENSG00000151893, ENSG00000155876, ENSG00000121067	223	287	16881	2.6376150372650424	0.9953209937789622	0.6291958924299468	0.6291958924299468
GOTERM_MF_DIRECT	GO:0098641~cadherin binding involved in cell-cell adhesion	10	4.0650406504065035	0.01478528206754444	ENSG00000169564, ENSG00000168036, ENSG00000182718, ENSG00000197157, ENSG00000165219, ENSG00000100345, ENSG00000180370, ENSG00000135046, ENSG00000132254, ENSG00000097033	223	290	16881	2.610329364465749	0.9966209051397834	0.6291958924299468	0.6291958924299468
GOTERM_BP_DIRECT	GO:0043086~negative regulation of catalytic activity	5	2.0325203252032518	0.017409219124714537	ENSG00000113194, ENSG00000182718, ENSG00000023191, ENSG00000058272, ENSG00000180304	223	75	16792	5.020029895366218	0.9999999997226844	1.0	1.0
GOTERM_MF_DIRECT	GO:0048037~cofactor binding	3	1.2195121951219512	0.01830038210786547	ENSG00000166135, ENSG00000131373, ENSG00000188690	223	16	16881	14.19366591928251	0.9991373520664001	0.7009046347312474	0.7009046347312474
GOTERM_BP_DIRECT	GO:0007034~vacuolar transport	3	1.2195121951219512	0.018483032387098107	ENSG00000102471, ENSG00000131507, ENSG00000147457	223	16	16792	14.118834080717491	0.9999999999295375	1.0	1.0
GOTERM_BP_DIRECT	GO:0006888~ER to Golgi vesicle-mediated transport	7	2.8455284552845526	0.01963120060043775	ENSG00000100934, ENSG00000173230, ENSG00000054116, ENSG00000138802, ENSG00000182400, ENSG00000107651, ENSG00000073969	223	160	16792	3.294394618834081	0.9999999999837438	1.0	1.0
GOTERM_BP_DIRECT	GO:0043123~positive regulation of I-kappaB kinase/NF-kappaB signaling	7	2.8455284552845526	0.020258389846689262	ENSG00000102471, ENSG00000155366, ENSG00000168036, ENSG00000064012, ENSG00000164054, ENSG00000175348, ENSG00000131507	223	161	16792	3.2739325404562294	0.9999999999927092	1.0	1.0
GOTERM_BP_DIRECT	GO:0042110~T cell activation	4	1.6260162601626018	0.024130115661589225	ENSG00000113263, ENSG00000115085, ENSG00000064012, ENSG00000213658	223	47	16792	6.408548802595172	0.9999999999999489	1.0	1.0
GOTERM_BP_DIRECT	GO:0010467~gene expression	4	1.6260162601626018	0.02549413471933109	ENSG00000126945, ENSG00000169564, ENSG00000213658, ENSG00000026103	223	48	16792	6.275037369207773	0.9999999999999911	1.0	1.0
GOTERM_BP_DIRECT	GO:0006783~heme biosynthetic process	3	1.2195121951219512	0.030980461527074822	ENSG00000006695, ENSG00000023330, ENSG00000188690	223	21	16792	10.757206918641897	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0045333~cellular respiration	3	1.2195121951219512	0.030980461527074822	ENSG00000006695, ENSG00000164258, ENSG00000115520	223	21	16792	10.757206918641897	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0006921~cellular component disassembly involved in execution phase of apoptosis	3	1.2195121951219512	0.030980461527074822	ENSG00000134602, ENSG00000165806, ENSG00000064012	223	21	16792	10.757206918641897	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0007169~transmembrane receptor protein tyrosine kinase signaling pathway	5	2.0325203252032518	0.038508552325192305	ENSG00000113263, ENSG00000115085, ENSG00000163519, ENSG00000043462, ENSG00000197965	223	96	16792	3.9218983557548577	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0048069~eye pigmentation	2	0.8130081300813009	0.039142003258560765	ENSG00000182220, ENSG00000138795	223	3	16792	50.200298953662184	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0030223~neutrophil differentiation	2	0.8130081300813009	0.039142003258560765	ENSG00000171135, ENSG00000138795	223	3	16792	50.200298953662184	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0034612~response to tumor necrosis factor	3	1.2195121951219512	0.04276480457474117	ENSG00000064012, ENSG00000089289, ENSG00000108443	223	25	16792	9.036053811659194	1.0	1.0	1.0
GOTERM_MF_DIRECT	GO:0005102~receptor binding	10	4.0650406504065035	0.04406209911193267	ENSG00000113263, ENSG00000135426, ENSG00000115085, ENSG00000127914, ENSG00000112851, ENSG00000135046, ENSG00000131373, ENSG00000197448, ENSG00000166128, ENSG00000204592	223	353	16881	2.1444632172664795	0.9999999665698702	1.0	1.0
GOTERM_BP_DIRECT	GO:0033077~T cell differentiation in thymus	3	1.2195121951219512	0.04918650534244846	ENSG00000168036, ENSG00000126804, ENSG00000174405	223	27	16792	8.366716492277032	1.0	1.0	1.0
GOTERM_MF_DIRECT	GO:0052634~C-19 gibberellin 2-beta-dioxygenase activity	2	0.8130081300813009	0.05157940539838448	ENSG00000166135, ENSG00000168769	223	4	16881	37.84977578475336	0.9999999983617778	1.0	1.0
GOTERM_MF_DIRECT	GO:0019798~procollagen-proline dioxygenase activity	2	0.8130081300813009	0.05157940539838448	ENSG00000166135, ENSG00000168769	223	4	16881	37.84977578475336	0.9999999983617778	1.0	1.0
GOTERM_MF_DIRECT	GO:0052635~C-20 gibberellin 2-beta-dioxygenase activity	2	0.8130081300813009	0.05157940539838448	ENSG00000166135, ENSG00000168769	223	4	16881	37.84977578475336	0.9999999983617778	1.0	1.0
GOTERM_MF_DIRECT	GO:0000907~sulfonate dioxygenase activity	2	0.8130081300813009	0.05157940539838448	ENSG00000166135, ENSG00000168769	223	4	16881	37.84977578475336	0.9999999983617778	1.0	1.0
GOTERM_MF_DIRECT	GO:0019834~phospholipase A2 inhibitor activity	2	0.8130081300813009	0.05157940539838448	ENSG00000182718, ENSG00000135046	223	4	16881	37.84977578475336	0.9999999983617778	1.0	1.0
GOTERM_MF_DIRECT	GO:0018602~2,4-dichlorophenoxyacetate alpha-ketoglutarate dioxygenase activity	2	0.8130081300813009	0.05157940539838448	ENSG00000166135, ENSG00000168769	223	4	16881	37.84977578475336	0.9999999983617778	1.0	1.0
GOTERM_MF_DIRECT	GO:0034792~hypophosphite dioxygenase activity	2	0.8130081300813009	0.05157940539838448	ENSG00000166135, ENSG00000168769	223	4	16881	37.84977578475336	0.9999999983617778	1.0	1.0
GOTERM_BP_DIRECT	GO:0045619~regulation of lymphocyte differentiation	2	0.8130081300813009	0.05184737435019382	ENSG00000131507, ENSG00000026103	223	4	16792	37.65022421524664	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0033014~tetrapyrrole biosynthetic process	2	0.8130081300813009	0.05184737435019382	ENSG00000023330, ENSG00000188690	223	4	16792	37.65022421524664	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0070294~renal sodium ion absorption	2	0.8130081300813009	0.05184737435019382	ENSG00000118515, ENSG00000102316	223	4	16792	37.65022421524664	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:1904263~positive regulation of TORC1 signaling	2	0.8130081300813009	0.05184737435019382	ENSG00000104872, ENSG00000155876	223	4	16792	37.65022421524664	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0007616~long-term memory	3	1.2195121951219512	0.052519889884716994	ENSG00000118515, ENSG00000198961, ENSG00000108443	223	28	16792	8.067905188981422	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0042113~B cell activation	3	1.2195121951219512	0.055931367712712635	ENSG00000115085, ENSG00000064012, ENSG00000089289	223	29	16792	7.789701561775167	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0002474~antigen processing and presentation of peptide antigen via MHC class I	3	1.2195121951219512	0.059418312290846334	ENSG00000100934, ENSG00000138802, ENSG00000204592	223	30	16792	7.530044843049327	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0035690~cellular response to drug	4	1.6260162601626018	0.0632932183481834	ENSG00000110848, ENSG00000163162, ENSG00000084093, ENSG00000058272	223	69	16792	4.3652433872749725	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0032713~negative regulation of interleukin-4 production	2	0.8130081300813009	0.06438548984592446	ENSG00000131507, ENSG00000138795	223	5	16792	30.12017937219731	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0032410~negative regulation of transporter activity	2	0.8130081300813009	0.06438548984592446	ENSG00000102471, ENSG00000131507	223	5	16792	30.12017937219731	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0061484~hematopoietic stem cell homeostasis	2	0.8130081300813009	0.06438548984592446	ENSG00000143569, ENSG00000168769	223	5	16792	30.12017937219731	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0051224~negative regulation of protein transport	2	0.8130081300813009	0.06438548984592446	ENSG00000102471, ENSG00000131507	223	5	16792	30.12017937219731	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:1902254~negative regulation of intrinsic apoptotic signaling pathway by p53 class mediator	2	0.8130081300813009	0.06438548984592446	ENSG00000085721, ENSG00000097033	223	5	16792	30.12017937219731	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0000904~cell morphogenesis involved in differentiation	2	0.8130081300813009	0.06438548984592446	ENSG00000168036, ENSG00000100345	223	5	16792	30.12017937219731	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0033153~T cell receptor V(D)J recombination	2	0.8130081300813009	0.06438548984592446	ENSG00000138795, ENSG00000174405	223	5	16792	30.12017937219731	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0002260~lymphocyte homeostasis	2	0.8130081300813009	0.06438548984592446	ENSG00000136603, ENSG00000213658	223	5	16792	30.12017937219731	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0030855~epithelial cell differentiation	4	1.6260162601626018	0.06550862187376445	ENSG00000104872, ENSG00000109107, ENSG00000197448, ENSG00000072778	223	70	16792	4.302882767456759	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0030168~platelet activation	5	2.0325203252032518	0.06630926721709557	ENSG00000072110, ENSG00000043462, ENSG00000213658, ENSG00000177105, ENSG00000102245	223	115	16792	3.273932540456229	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0046677~response to antibiotic	3	1.2195121951219512	0.0666083707356796	ENSG00000136603, ENSG00000064012, ENSG00000188690	223	32	16792	7.0594170403587455	1.0	1.0	1.0
GOTERM_MF_DIRECT	GO:0005525~GTP binding	10	4.0650406504065035	0.06789015832432807	ENSG00000155366, ENSG00000168256, ENSG00000168421, ENSG00000094841, ENSG00000085760, ENSG00000166128, ENSG00000177105, ENSG00000132254, ENSG00000164347, ENSG00000155876	223	384	16881	1.9713424887892375	0.9999999999978302	1.0	1.0
GOTERM_MF_DIRECT	GO:0042802~identical protein binding	16	6.504065040650407	0.06997192009603961	ENSG00000179455, ENSG00000177885, ENSG00000134602, ENSG00000023330, ENSG00000064012, ENSG00000180370, ENSG00000131373, ENSG00000026103, ENSG00000132254, ENSG00000178988, ENSG00000097033, ENSG00000163320, ENSG00000161011, ENSG00000107290, ENSG00000166974, ENSG00000108443	223	749	16881	1.6170798733138951	0.9999999999990764	1.0	1.0
GOTERM_BP_DIRECT	GO:0043491~protein kinase B signaling	3	1.2195121951219512	0.07030650378600252	ENSG00000166333, ENSG00000107290, ENSG00000108443	223	33	16792	6.845495311863025	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0001837~epithelial to mesenchymal transition	3	1.2195121951219512	0.0740701400066678	ENSG00000169756, ENSG00000168036, ENSG00000138795	223	34	16792	6.644157214455288	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0046632~alpha-beta T cell differentiation	2	0.8130081300813009	0.07675854168415246	ENSG00000135046, ENSG00000138795	223	6	16792	25.100149476831092	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0016236~macroautophagy	4	1.6260162601626018	0.07952836473481814	ENSG00000163719, ENSG00000188186, ENSG00000161011, ENSG00000155876	223	76	16792	3.9631814963417513	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0038095~Fc-epsilon receptor signaling pathway	6	2.4390243902439024	0.08768017396744127	ENSG00000113263, ENSG00000177885, ENSG00000043462, ENSG00000204264, ENSG00000180370, ENSG00000213658	223	178	16792	2.538217362825616	1.0	1.0	1.0
GOTERM_MF_DIRECT	GO:0043734~DNA-N1-methyladenine dioxygenase activity	2	0.8130081300813009	0.08851797870943975	ENSG00000166135, ENSG00000168769	223	7	16881	21.62844330557335	0.9999999999999996	1.0	1.0
GOTERM_BP_DIRECT	GO:2000144~positive regulation of DNA-templated transcription, initiation	2	0.8130081300813009	0.08896869322557394	ENSG00000107290, ENSG00000168036	223	7	16792	21.514413837283794	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0042178~xenobiotic catabolic process	2	0.8130081300813009	0.08896869322557394	ENSG00000168765, ENSG00000116791	223	7	16792	21.514413837283794	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0031340~positive regulation of vesicle fusion	2	0.8130081300813009	0.08896869322557394	ENSG00000182718, ENSG00000135046	223	7	16792	21.514413837283794	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0030001~metal ion transport	2	0.8130081300813009	0.08896869322557394	ENSG00000102471, ENSG00000131507	223	7	16792	21.514413837283794	1.0	1.0	1.0
GOTERM_MF_DIRECT	GO:0008270~zinc ion binding	22	8.94308943089431	0.09034587002421374	ENSG00000103671, ENSG00000179455, ENSG00000135899, ENSG00000198961, ENSG00000172466, ENSG00000111642, ENSG00000138802, ENSG00000154832, ENSG00000075292, ENSG00000178538, ENSG00000166135, ENSG00000169756, ENSG00000100934, ENSG00000116791, ENSG00000161011, ENSG00000164161, ENSG00000163162, ENSG00000101236, ENSG00000124226, ENSG00000168769, ENSG00000140455, ENSG00000167635	223	1169	16881	1.4246280021635138	0.9999999999999998	1.0	1.0
GOTERM_BP_DIRECT	GO:0006886~intracellular protein transport	7	2.8455284552845526	0.09364390275379483	ENSG00000136738, ENSG00000100934, ENSG00000175463, ENSG00000177879, ENSG00000138802, ENSG00000107651, ENSG00000073969	223	236	16792	2.233487877175648	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0043124~negative regulation of I-kappaB kinase/NF-kappaB signaling	3	1.2195121951219512	0.09789884058846797	ENSG00000136560, ENSG00000168421, ENSG00000064012	223	40	16792	5.647533632286995	1.0	1.0	1.0
