Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0051439~regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle	6	2.4193548387096775	1.0015365284478268E-5	ENSG00000117399, ENSG00000175063, ENSG00000166851, ENSG00000134057, ENSG00000170312, ENSG00000004897	220	23	16792	19.911462450592886	0.011214006752232275	0.0012519206605597836	0.0012341155667207112
GOTERM_MF_DIRECT	GO:0019901~protein kinase binding	17	6.854838709677419	4.179836388779925E-5	ENSG00000075711, ENSG00000147065, ENSG00000115966, ENSG00000134057, ENSG00000112984, ENSG00000198901, ENSG00000158402, ENSG00000058272, ENSG00000166851, ENSG00000143933, ENSG00000082258, ENSG00000101447, ENSG00000088325, ENSG00000145386, ENSG00000221978, ENSG00000161800, ENSG00000183765	224	376	16881	3.407306705927051	0.013575362891133702	0.004569954451732717	0.004569954451732717
GOTERM_BP_DIRECT	GO:0051437~positive regulation of ubiquitin-protein ligase activity involved in regulation of mitotic cell cycle transition	8	3.225806451612903	5.94376484460263E-5	ENSG00000117399, ENSG00000175063, ENSG00000166851, ENSG00000154473, ENSG00000204264, ENSG00000134057, ENSG00000170312, ENSG00000004897	220	76	16792	8.03444976076555	0.06473819282516691	0.006686735450177958	0.006591635212664317
GOTERM_BP_DIRECT	GO:0008283~cell proliferation	16	6.451612903225806	9.536463951650418E-5	ENSG00000117724, ENSG00000170312, ENSG00000158402, ENSG00000157500, ENSG00000004897, ENSG00000178999, ENSG00000151422, ENSG00000169679, ENSG00000148516, ENSG00000170846, ENSG00000166851, ENSG00000138442, ENSG00000101447, ENSG00000088325, ENSG00000148773, ENSG00000013441	220	366	16792	3.3367113760556384	0.10182082564653006	0.009163995236470289	0.009033662859773823
GOTERM_BP_DIRECT	GO:0090307~mitotic spindle assembly	6	2.4193548387096775	9.774928252234976E-5	ENSG00000204899, ENSG00000117650, ENSG00000083535, ENSG00000275835, ENSG00000088325, ENSG00000183765	220	36	16792	12.72121212121212	0.10422953106790833	0.009163995236470289	0.009033662859773823
GOTERM_BP_DIRECT	GO:0051256~mitotic spindle midzone assembly	4	1.6129032258064515	1.167587843972179E-4	ENSG00000137807, ENSG00000161800, ENSG00000090889, ENSG00000178999	220	8	16792	38.163636363636364	0.12320149424293825	0.010104125572836164	0.00996042245357805
GOTERM_BP_DIRECT	GO:0006977~DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	7	2.82258064516129	1.5365251540796034E-4	ENSG00000075218, ENSG00000111596, ENSG00000134057, ENSG00000103479, ENSG00000170312, ENSG00000183765, ENSG00000158402	220	62	16792	8.617595307917886	0.15888427600844035	0.012347077130996814	0.012171474256244857
GOTERM_BP_DIRECT	GO:1904668~positive regulation of ubiquitin protein ligase activity	4	1.6129032258064515	1.7345335097504371E-4	ENSG00000117399, ENSG00000175063, ENSG00000166851, ENSG00000108106	220	9	16792	33.92323232323233	0.17743305997977632	0.013009001323128279	0.012823984415421565
GOTERM_BP_DIRECT	GO:0000070~mitotic sister chromatid segregation	5	2.0161290322580645	2.871407957571276E-4	ENSG00000117650, ENSG00000166851, ENSG00000154473, ENSG00000137804, ENSG00000128944	220	25	16792	15.265454545454546	0.27629176935525257	0.020189587201673034	0.019902446405915906
GOTERM_BP_DIRECT	GO:0051436~negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle	7	2.82258064516129	3.2478684331198234E-4	ENSG00000117399, ENSG00000175063, ENSG00000154473, ENSG00000204264, ENSG00000134057, ENSG00000170312, ENSG00000004897	220	71	16792	7.525224071702945	0.30633724981339705	0.021493246983881182	0.02118756524899932
GOTERM_BP_DIRECT	GO:0071173~spindle assembly checkpoint	3	1.2096774193548387	5.03598788211786E-4	ENSG00000169679, ENSG00000154473, ENSG00000137812	220	3	16792	76.32727272727273	0.4328860735139477	0.03147492426323662	0.03102728089593726
GOTERM_BP_DIRECT	GO:0000079~regulation of cyclin-dependent protein serine/threonine kinase activity	5	2.0161290322580645	0.0016188880920693669	ENSG00000100526, ENSG00000082258, ENSG00000145386, ENSG00000221978, ENSG00000158402	220	39	16792	9.785547785547786	0.8386767391620603	0.09585521597779145	0.0944919417949962
GOTERM_BP_DIRECT	GO:0007094~mitotic spindle assembly checkpoint	4	1.6129032258064515	0.002117388625285776	ENSG00000169679, ENSG00000166851, ENSG00000154473, ENSG00000117724	220	20	16792	15.265454545454544	0.9080681077883261	0.11886680517689835	0.11717625505882691
GOTERM_BP_DIRECT	GO:0007049~cell cycle	10	4.032258064516129	0.002218847029968769	ENSG00000158290, ENSG00000117399, ENSG00000100526, ENSG00000082258, ENSG00000103479, ENSG00000138758, ENSG00000135249, ENSG00000157500, ENSG00000012048, ENSG00000178999	220	217	16792	3.5173858399664852	0.9180132533148352	0.11886680517689835	0.11717625505882691
GOTERM_MF_DIRECT	GO:0005524~ATP binding	34	13.709677419354838	0.0023718923966381204	ENSG00000137807, ENSG00000175063, ENSG00000108106, ENSG00000198265, ENSG00000067992, ENSG00000131747, ENSG00000112984, ENSG00000170312, ENSG00000119685, ENSG00000178999, ENSG00000064703, ENSG00000166750, ENSG00000117650, ENSG00000187790, ENSG00000166851, ENSG00000117593, ENSG00000090889, ENSG00000108443, ENSG00000017260, ENSG00000178105, ENSG00000131778, ENSG00000171793, ENSG00000064933, ENSG00000155304, ENSG00000151422, ENSG00000169679, ENSG00000160087, ENSG00000150867, ENSG00000088325, ENSG00000148773, ENSG00000013441, ENSG00000183765, ENSG00000104375, ENSG00000124784	224	1495	16881	1.7139094601051121	0.5400006033403804	0.19449517652432588	0.19449517652432588
GOTERM_BP_DIRECT	GO:0007077~mitotic nuclear envelope disassembly	5	2.0161290322580645	0.0025397441458032753	ENSG00000166851, ENSG00000134057, ENSG00000101146, ENSG00000170312, ENSG00000157456	220	44	16792	8.673553719008265	0.9429250286048843	0.12987328018312203	0.12802619353162872
GOTERM_BP_DIRECT	GO:0051988~regulation of attachment of spindle microtubules to kinetochore	3	1.2096774193548387	0.0034055661767371606	ENSG00000117650, ENSG00000128944, ENSG00000161800	220	7	16792	32.71168831168831	0.9785324327899441	0.16657660647083936	0.16420751695658745
GOTERM_BP_DIRECT	GO:0036297~interstrand cross-link repair	5	2.0161290322580645	0.0037683190322036213	ENSG00000187790, ENSG00000132207, ENSG00000154920, ENSG00000181625, ENSG00000144554	220	49	16792	7.788497217068646	0.9857520479759145	0.17663995463454474	0.174127741946409
GOTERM_MF_DIRECT	GO:0044822~poly(A) RNA binding	27	10.887096774193548	0.004035815037030482	ENSG00000135900, ENSG00000198265, ENSG00000048991, ENSG00000131503, ENSG00000137804, ENSG00000131747, ENSG00000021776, ENSG00000086758, ENSG00000029993, ENSG00000278705, ENSG00000182481, ENSG00000164338, ENSG00000084092, ENSG00000107651, ENSG00000178105, ENSG00000096746, ENSG00000114416, ENSG00000111641, ENSG00000066654, ENSG00000001497, ENSG00000058673, ENSG00000137073, ENSG00000139793, ENSG00000083312, ENSG00000037474, ENSG00000148773, ENSG00000164104	224	1129	16881	1.8022704985448563	0.7335001930392999	0.24335115542053895	0.24335115542053895
GOTERM_BP_DIRECT	GO:0001578~microtubule bundle formation	4	1.6129032258064515	0.004072082333489687	ENSG00000166851, ENSG00000134222, ENSG00000112984, ENSG00000198901	220	25	16792	12.212363636363635	0.9898929867283439	0.1832437050070359	0.1806375723136025
GOTERM_BP_DIRECT	GO:0016925~protein sumoylation	7	2.82258064516129	0.004327257348403072	ENSG00000156831, ENSG00000134690, ENSG00000131747, ENSG00000067369, ENSG00000101146, ENSG00000012048, ENSG00000178999	220	117	16792	4.5665889665889665	0.9924262317569601	0.18723709680590214	0.18457416920688488
GOTERM_MF_DIRECT	GO:0004842~ubiquitin-protein transferase activity	12	4.838709677419355	0.004451545525985469	ENSG00000119402, ENSG00000110429, ENSG00000175063, ENSG00000086758, ENSG00000108106, ENSG00000049167, ENSG00000179454, ENSG00000110315, ENSG00000145495, ENSG00000012048, ENSG00000170633, ENSG00000148634	224	329	16881	2.748751628310899	0.7675092855357961	0.24335115542053895	0.24335115542053895
GOTERM_BP_DIRECT	GO:0051983~regulation of chromosome segregation	3	1.2096774193548387	0.004501835307429212	ENSG00000169679, ENSG00000148773, ENSG00000178999	220	8	16792	28.62272727272727	0.9937832683449414	0.18757647114288384	0.18490871688662952
GOTERM_BP_DIRECT	GO:0043161~proteasome-mediated ubiquitin-dependent protein catabolic process	9	3.6290322580645165	0.005226464604407975	ENSG00000075218, ENSG00000117399, ENSG00000175063, ENSG00000154473, ENSG00000049167, ENSG00000204264, ENSG00000170312, ENSG00000004897, ENSG00000170633	220	203	16792	3.3839677563815496	0.9972617378458073	0.20825259193365905	0.2052907772928248
GOTERM_BP_DIRECT	GO:0045931~positive regulation of mitotic cell cycle	4	1.6129032258064515	0.005636124446199598	ENSG00000134057, ENSG00000179295, ENSG00000170312, ENSG00000108443	220	28	16792	10.903896103896104	0.9982779292900984	0.20825259193365905	0.2052907772928248
GOTERM_BP_DIRECT	GO:0051726~regulation of cell cycle	7	2.82258064516129	0.005733514285473645	ENSG00000162063, ENSG00000166851, ENSG00000134057, ENSG00000117724, ENSG00000103479, ENSG00000158402, ENSG00000157456	220	124	16792	4.308797653958943	0.9984577543912924	0.20825259193365905	0.2052907772928248
GOTERM_BP_DIRECT	GO:0008608~attachment of spindle microtubules to kinetochore	3	1.2096774193548387	0.005738515866616383	ENSG00000154473, ENSG00000137812, ENSG00000178999	220	9	16792	25.44242424242424	0.998466465393891	0.20825259193365905	0.2052907772928248
GOTERM_BP_DIRECT	GO:0034501~protein localization to kinetochore	3	1.2096774193548387	0.0071117927781579274	ENSG00000137812, ENSG00000170312, ENSG00000178999	220	10	16792	22.898181818181815	0.9996765576236963	0.25002396485711464	0.24646806846803568
GOTERM_MF_DIRECT	GO:0008821~crossover junction endodeoxyribonuclease activity	3	1.2096774193548387	0.007290431699244092	ENSG00000132207, ENSG00000154920, ENSG00000181625	224	10	16881	22.60848214285714	0.9086177228657082	0.34160879962172314	0.34160879962172314
GOTERM_BP_DIRECT	GO:0006281~DNA repair	9	3.6290322580645165	0.012127603859933608	ENSG00000178028, ENSG00000129197, ENSG00000131778, ENSG00000132207, ENSG00000170312, ENSG00000154920, ENSG00000181625, ENSG00000012048, ENSG00000144554	220	235	16792	2.9231721470019343	0.9999989206622862	0.4059962250938061	0.4002220565591387
GOTERM_BP_DIRECT	GO:0007080~mitotic metaphase plate congression	4	1.6129032258064515	0.012270108136168363	ENSG00000083535, ENSG00000134690, ENSG00000134222, ENSG00000134057	220	37	16792	8.251597051597052	0.9999990824918257	0.4059962250938061	0.4002220565591387
GOTERM_BP_DIRECT	GO:0007076~mitotic chromosome condensation	3	1.2096774193548387	0.01589876220686689	ENSG00000109805, ENSG00000137804, ENSG00000010292	220	15	16792	15.265454545454544	0.9999999854524421	0.5110316423635786	0.5037636367832966
GOTERM_BP_DIRECT	GO:0000712~resolution of meiotic recombination intermediates	3	1.2096774193548387	0.018015602641460664	ENSG00000187790, ENSG00000131747, ENSG00000154920	220	16	16792	14.311363636363636	0.9999999987124462	0.5450853998558528	0.537333074169014
GOTERM_BP_DIRECT	GO:0007051~spindle organization	3	1.2096774193548387	0.018015602641460664	ENSG00000066279, ENSG00000128944, ENSG00000178999	220	16	16792	14.311363636363636	0.9999999987124462	0.5450853998558528	0.537333074169014
GOTERM_BP_DIRECT	GO:0034080~CENP-A containing nucleosome assembly	4	1.6129032258064515	0.018411773506242138	ENSG00000104147, ENSG00000278705, ENSG00000145241, ENSG00000137812	220	43	16792	7.1002114164904855	0.9999999991825944	0.5450853998558528	0.537333074169014
GOTERM_MF_DIRECT	GO:0000287~magnesium ion binding	8	3.225806451612903	0.018893169208752465	ENSG00000162813, ENSG00000169299, ENSG00000131747, ENSG00000131373, ENSG00000117305, ENSG00000133731, ENSG00000198836, ENSG00000104375	224	204	16881	2.955357142857143	0.9980446256575723	0.7732053028332664	0.7732053028332664
GOTERM_BP_DIRECT	GO:0006890~retrograde vesicle-mediated transport, Golgi to ER	5	2.0161290322580645	0.02233763870527251	ENSG00000137807, ENSG00000135249, ENSG00000161800, ENSG00000166557, ENSG00000090889	220	82	16792	4.65410199556541	0.999999999991032	0.6443549626520917	0.6351908031832618
GOTERM_MF_DIRECT	GO:0008301~DNA binding, bending	3	1.2096774193548387	0.02312852109329346	ENSG00000029993, ENSG00000131747, ENSG00000164104	224	18	16881	12.560267857142856	0.9995248402994222	0.7732053028332664	0.7732053028332664
GOTERM_BP_DIRECT	GO:0000910~cytokinesis	4	1.6129032258064515	0.024614985390051806	ENSG00000137807, ENSG00000166851, ENSG00000112984, ENSG00000198901	220	48	16792	6.36060606060606	0.999999999999351	0.6922964640952071	0.6824504699391863
GOTERM_BP_DIRECT	GO:0000915~actomyosin contractile ring assembly	2	0.8064516129032258	0.02591452424251706	ENSG00000137807, ENSG00000161800	220	2	16792	76.32727272727273	0.9999999999998553	0.6941390422102783	0.6842668424988433
GOTERM_BP_DIRECT	GO:0000022~mitotic spindle elongation	2	0.8064516129032258	0.02591452424251706	ENSG00000137807, ENSG00000198901	220	2	16792	76.32727272727273	0.9999999999998553	0.6941390422102783	0.6842668424988433
GOTERM_MF_DIRECT	GO:0016874~ligase activity	9	3.6290322580645165	0.027164419830315478	ENSG00000156831, ENSG00000179455, ENSG00000086758, ENSG00000145495, ENSG00000152348, ENSG00000119685, ENSG00000012048, ENSG00000170633, ENSG00000148634	224	270	16881	2.5120535714285714	0.999877284667073	0.7732053028332664	0.7732053028332664
GOTERM_MF_DIRECT	GO:0004674~protein serine/threonine kinase activity	11	4.435483870967742	0.028164648040782295	ENSG00000169679, ENSG00000117650, ENSG00000166851, ENSG00000082258, ENSG00000067992, ENSG00000013441, ENSG00000170312, ENSG00000183765, ENSG00000178999, ENSG00000104375, ENSG00000124784	224	376	16881	2.2047278685410334	0.9999123381460356	0.7732053028332664	0.7732053028332664
GOTERM_MF_DIRECT	GO:0030145~manganese ion binding	4	1.6129032258064515	0.028287998884143895	ENSG00000017260, ENSG00000172795, ENSG00000117305, ENSG00000133731	224	50	16881	6.028928571428572	0.999915902274684	0.7732053028332664	0.7732053028332664
GOTERM_BP_DIRECT	GO:1900182~positive regulation of protein localization to nucleus	3	1.2096774193548387	0.030214482614551983	ENSG00000075218, ENSG00000166851, ENSG00000170312	220	21	16792	10.903896103896102	0.999999999999999	0.790495184683046	0.7792525865008872
GOTERM_BP_DIRECT	GO:0000209~protein polyubiquitination	7	2.82258064516129	0.03366975819138861	ENSG00000134900, ENSG00000110429, ENSG00000086758, ENSG00000160087, ENSG00000049167, ENSG00000204264, ENSG00000170633	220	184	16792	2.9037549407114622	1.0	0.8608744992116405	0.8486309507784082
GOTERM_MF_DIRECT	GO:0004520~endodeoxyribonuclease activity	3	1.2096774193548387	0.033738506736143425	ENSG00000132207, ENSG00000154920, ENSG00000181625	224	22	16881	10.276582792207792	0.9999866353381811	0.7975811637277704	0.7975811637277704
GOTERM_MF_DIRECT	GO:0008022~protein C-terminus binding	7	2.82258064516129	0.03404309845179508	ENSG00000117399, ENSG00000075711, ENSG00000131747, ENSG00000120509, ENSG00000118096, ENSG00000117724, ENSG00000148773	224	182	16881	2.8985233516483517	0.999987944529198	0.7975811637277704	0.7975811637277704
GOTERM_BP_DIRECT	GO:0045737~positive regulation of cyclin-dependent protein serine/threonine kinase activity	3	1.2096774193548387	0.03871423941609078	ENSG00000082258, ENSG00000134222, ENSG00000221978	220	24	16792	9.540909090909091	1.0	0.9468156378935244	0.9333498154879277
GOTERM_BP_DIRECT	GO:0007088~regulation of mitotic nuclear division	3	1.2096774193548387	0.03871423941609078	ENSG00000117650, ENSG00000148773, ENSG00000158402	220	24	16792	9.540909090909091	1.0	0.9468156378935244	0.9333498154879277
GOTERM_MF_DIRECT	GO:0043015~gamma-tubulin binding	3	1.2096774193548387	0.039625686361873	ENSG00000204899, ENSG00000275835, ENSG00000161800	224	24	16881	9.420200892857142	0.99999818842962	0.8664816751129563	0.8664816751129563
GOTERM_BP_DIRECT	GO:0030433~ER-associated ubiquitin-dependent protein catabolic process	4	1.6129032258064515	0.043515659212934286	ENSG00000113194, ENSG00000160087, ENSG00000128590, ENSG00000145495	220	60	16792	5.088484848484848	1.0	1.0	0.9866548042704626
GOTERM_BP_DIRECT	GO:0000082~G1/S transition of mitotic cell cycle	5	2.0161290322580645	0.04451523446272441	ENSG00000100526, ENSG00000006634, ENSG00000146143, ENSG00000170312, ENSG00000108443	220	102	16792	3.7415329768270946	1.0	1.0	0.9866548042704626
GOTERM_BP_DIRECT	GO:0006259~DNA metabolic process	3	1.2096774193548387	0.04482386677291561	ENSG00000187790, ENSG00000182481, ENSG00000148773	220	26	16792	8.806993006993006	1.0	1.0	0.9866548042704626
GOTERM_MF_DIRECT	GO:0003725~double-stranded RNA binding	4	1.6129032258064515	0.0467944081921468	ENSG00000135900, ENSG00000147065, ENSG00000188229, ENSG00000139546	224	61	16881	4.941744730679157	0.9999998436808751	0.9160009889306483	0.9160009889306483
GOTERM_BP_DIRECT	GO:0070979~protein K11-linked ubiquitination	3	1.2096774193548387	0.04800333229979585	ENSG00000175063, ENSG00000108106, ENSG00000004897	220	27	16792	8.480808080808082	1.0	1.0	0.9866548042704626
GOTERM_BP_DIRECT	GO:0006303~double-strand break repair via nonhomologous end joining	4	1.6129032258064515	0.04910429276851684	ENSG00000156831, ENSG00000278705, ENSG00000067369, ENSG00000012048	220	63	16792	4.846176046176046	1.0	1.0	0.9866548042704626
GOTERM_MF_DIRECT	GO:0004672~protein kinase activity	10	4.032258064516129	0.04916137417438706	ENSG00000169679, ENSG00000117650, ENSG00000166851, ENSG00000067992, ENSG00000013441, ENSG00000170312, ENSG00000183765, ENSG00000178999, ENSG00000104375, ENSG00000108443	224	359	16881	2.099209112614405	0.9999999306687964	0.9160009889306483	0.9160009889306483
GOTERM_BP_DIRECT	GO:1904431~positive regulation of t-circle formation	2	0.8064516129032258	0.05116047317153456	ENSG00000132207, ENSG00000181625	220	4	16792	38.163636363636364	1.0	1.0	0.9866548042704626
GOTERM_BP_DIRECT	GO:0032392~DNA geometric change	2	0.8064516129032258	0.05116047317153456	ENSG00000029993, ENSG00000164104	220	4	16792	38.163636363636364	1.0	1.0	0.9866548042704626
GOTERM_MF_DIRECT	GO:0035173~histone kinase activity	2	0.8064516129032258	0.05180713109204228	ENSG00000134057, ENSG00000170312	224	4	16881	37.68080357142857	0.9999999721249326	0.9160009889306483	0.9160009889306483
GOTERM_BP_DIRECT	GO:0006974~cellular response to DNA damage stimulus	7	2.82258064516129	0.05518281211841475	ENSG00000131778, ENSG00000049167, ENSG00000131747, ENSG00000115966, ENSG00000067369, ENSG00000183765, ENSG00000012048	220	208	16792	2.568706293706293	1.0	1.0	0.9866548042704626
GOTERM_MF_DIRECT	GO:0004712~protein serine/threonine/tyrosine kinase activity	3	1.2096774193548387	0.05585371883723466	ENSG00000013441, ENSG00000178999, ENSG00000108443	224	29	16881	7.796028325123152	0.9999999931159058	0.9160009889306483	0.9160009889306483
GOTERM_MF_DIRECT	GO:0061631~ubiquitin conjugating enzyme activity	3	1.2096774193548387	0.05585371883723466	ENSG00000175063, ENSG00000108106, ENSG00000160087	224	29	16881	7.796028325123152	0.9999999931159058	0.9160009889306483	0.9160009889306483
GOTERM_BP_DIRECT	GO:0000077~DNA damage checkpoint	3	1.2096774193548387	0.058008706715162305	ENSG00000067369, ENSG00000179295, ENSG00000183765	220	30	16792	7.632727272727272	1.0	1.0	0.9866548042704626
GOTERM_BP_DIRECT	GO:0090656~t-circle formation	2	0.8064516129032258	0.06353811531989376	ENSG00000132207, ENSG00000181625	220	5	16792	30.530909090909088	1.0	1.0	0.9866548042704626
